UF;cidade;publicacao;data_publicacao;link;titulo_publicacao;texto_contrato
Estado do Pará;Prefeitura Municipal de Parauapebas;Edição Nº 86 de 09/05/2022 - Pág. 280;09/05/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-398514460;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº 20220436ORIGEM INEXIGIBILIDADE Nº 6/2022-03SECULTCONTRATANTE SECRETARIA MUNICIPAL DE CULTURACONTRATADA(O) J DE A TEIXEIRA LTDAOBJETO Contratação da empresa J DE A TEIXEIRA LTDA, para a realização de show musical do cantor DAVI SACER para as festividades em comemoração ao 34º aniversário do município de Parauapebas, Estado do Pará, que acontecerá no dia 07 de maio de 2022.VALOR TOTAL R$ 75.000,00 (Setenta e cinco mil reais).VIGÊNCIA 30 (trinta) dias, contados a partir da assinatura pelas partes.DATA DA EMISSÃO 05 de maio de 2022.
Estado do Pará;Prefeitura Municipal de Parauapebas;Edição Nº 86 de 09/05/2022 - Pág. 280;09/05/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-398514382;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº 20220435ORIGEM INEXIGIBILIDADE Nº 6/2022-02SECULTCONTRATANTE SECRETARIA MUNICIPAL DE CULTURACONTRATADA(O) MAIS MUSIC - GRAVACAO, EDICAO E PRODUCAO MUSICAL EIRELIOBJETO Contratação da empresa MAIS MUSIC - GRAVACAO, EDICAO E PRODUCAO MUSICAL EIRELI, para a realização de show com artista nacional, Léo Magalhães para as festividades em comemoração ao 34º aniversário do município de Parauapebas, Estado do Pará, que acontecerá no dia 10 de maio de 2022.VALOR TOTAL R$ 230.000,00 (duzentos e trinta mil reais).VIGÊNCIA 30 (trinta) dias, contados a partir da assinatura pelas partes.DATA DA EMISSÃO 05 de Maio de 2022.
Estado de Minas Gerais;Prefeitura Municipal de Serranópolis de Minas;Edição Nº 85 de 06/05/2022 - Pág. 304;06/05/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-69/2022-398178034;"
        EXTRATO DE CONTRATO nº 69/2022
      ";INEXIGIBILIDADE Nº 007/2022-Processo nº 055/2022. Empresa:CHICABANA SHOWS E EVENTOS LTDA-CNPJ:07.930.542/0001-02-Valor contratado:110.000,00. Objeto: Contratação de show artístico musical com a BANDA CHICABANA de renome nacional de estilo axé para apresentação na tradicional festa de setembro no dia 09 de setembro de 2022.Validade: 06 (Seis ) Meses.
Estado do Pará;Prefeitura Municipal de Dom Eliseu;Edição Nº 84 de 05/05/2022 - Pág. 254;05/05/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-397863675;"
        EXTRATOS DE CONTRATOS
      ";CONTRATO nº 20220319INEXIGIBILIDADE Nº 6/2022-040401Objeto: Contratação da Banda MARIANA FAGUNDES para apresentação de show artístico em decorrência da realização em Homenagem ao aniversário da Cidade de Dom Eliseu do Pará. Fundamentado no Art.25. Inciso III da Lei nº 8.666/93 e suas alterações.CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO, CNPJ: 22.453.776/0001-08CONTRATADO(A): MARIANA FAGUNDES PRODUCOES EIRELI, CNPJ: 28.037.230/0001-44.Valor global: R$ 65.000,00 (sessenta e cinco mil reais)Plano de trabalho: Exercício 2022 Atividade 1011.133920005.6.021 Realização do Evento do Aniversário do Município, Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.23, no valor de R$ 65.000,00Vigência: 13 de Abril de 2022 a 20 de Maio de 2022Data da Assinatura: 13 de Abril de 2022.CONTRATO nº 20220331INEXIGIBILIDADE Nº 6/2022-050401Objeto: Contratação da Banda THIAGO E LUAN para apresentação de show artístico em decorrência da realização em Homenagem ao aniversário da Cidade de Dom Eliseu do Pará. Fundamentado no Art.25. Inciso III da Lei nº 8.666/93 e suas alterações.CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO, CNPJ: 22.453.776/0001-08CONTRATADO(A): LUARÁ PRODUÇÕES E EVENTOS LTDA, CNPJ: 12.144.287/0001-02.Valor global: R$ 15.000,00 (quinze mil reais)Plano de trabalho: Exercício 2022 Atividade 1011.133920005.6.021 Realização do Evento do Aniversário do Município, Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.23, no valor de R$ 15.000,00Vigência: 18 de Abril de 2022 a 20 de Maio de 2022Data da Assinatura: 18 de Abril de 2022.
Superintendência da Zona Franca de Manaus;Superintendência-Adjunta Executiva;Edição Nº 83 de 04/05/2022 - Pág. 37;04/05/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-3/2022-uasg-193028-suframa/am-397309250;"
        EXTRATO DE CONTRATO Nº 3/2022 - UASG 193028 - SUFRAMA/AM
      ";Nº Processo: 52710.000803/2022-75.Pregão Nº 3/2022. Contratante: SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM.Contratado: 18.775.301/0001-52 - INOVE PRODUCAO DE EVENTOS E SHOW BAR EIRELI. Objeto: Contratação de empresa especializada em serviços de buffet e decoração de evento para atender as demandas das reuniões do conselho de administração da suframa realizadas bimestralmente e demais eventos oficiais descritos no estudo técnico preliminar, que serão prestados nas condições estabelecidas no termo de referência, anexo do edital.Fundamento Legal: LEI 10.520 / 2002 - Artigo: 1. Vigência: 03/05/2022 a 03/05/2023. Valor Total: R$ 50.631,00. Data de Assinatura: 03/05/2022.(COMPRASNET 4.0 - 03/05/2022).
Estado de Minas Gerais;Prefeitura Municipal de São Geraldo;Edição Nº 82 de 03/05/2022 - Pág. 251;03/05/2022;https://www.in.gov.br/web/dou/-/extratos-de-contrato-397197712;"
        EXTRATOS DE CONTRATO
      ";"Contrato de Prestação de Serviços Artísticos nº 073/2022 - Processo Nº 075/2022 - Inexigibilidade Nº 008/2022 - Contratante: Prefeitura Municipal De São Geraldo - MG - Contratada: 74 ENTRETENIMENTO E MARKETING EIRELI - Objeto: Apresentação artística da banda Biquini Cavadão, no 16/07/2022, no Espaço de Acontecimentos Geraldo Victal, às 23:00 horas durante a 12ª Festa Country de São Geraldo e 13ª Festa do São-geraldense Ausente. Valor total do contrato: R $110.000,00 (cento e dez mil reais). Data: 19/04/2022.Contrato de Prestação de Serviços nº 075/2022 - Inexigibilidade Nº 009/2022 - Processo Nº 078/2022 - Contratante: Prefeitura Municipal De São Geraldo - MG - Contratada: C&amp;R PRODUÇÕES E EVENTOS LTDA - OBJETO: Contratação de show musical com Clayton e Romário no dia 14/07/2022 durante a 12ª Festa Country de São Geraldo e 13ª Festa do São-geraldense Ausente nos dias 14, 15, 16 e 17 de julho de 2022, no Espaço de Acontecimentos ´Geraldo Victal´, às 23:00 hrs na Cidade de SÃO GERALDO - MG. Valor total do contrato: R $85.000,00 (Oitenta e cinco mil Reais).Contrato nº 076/2022 de Prestação de Serviços Artísticos - Inexigibilidade Nº 010/2022 - Processo Licitatório Nº 079/2022 - Contratante: Prefeitura Municipal De São Geraldo - MG - Contratada: M SHOW PRODUCOES E EVENTOS LTDA - Objeto: Contratação de show musical com Murilo Huff no dia 15/07/2022 durante a 12ª Festa Country de São Geraldo e 13ª Festa do São-geraldense Ausente nos dias 14, 15, 16 e 17 de julho de 2022, no Espaço de Acontecimentos ´Geraldo Victal´, às 23h59 do dia 15/07/2022 com duração aproximada de 01 (uma) hora e 30 (trinta) minutos. Valor total do contrato: R $150.000,00 (cento e cinquenta mil reais). Data: 22/04/2022.Ato de Reconhecimento de Inexigibilidade de Licitação - No cumprimento do Art. 25 da lei Federal 8.666/93 e suas alterações, e, com vistas às justificativas técnicas e jurídicas, contidas no PROCESSO LICITATÓRIO Nº. 075/2022, na modalidade de Inexigibilidade Nº. 008/2022, cujo objeto é contratação da empresa 74 ENTRETENIMENTO E MARKETING EIRELI, contratação para apresentação artística da banda Biquini Cavadão, no 16/07/2022, no Espaço de Acontecimentos Geraldo Victal, às 23:00 horas durante a 12ª Festa Country de São Geraldo e 13ª Festa do São-geraldense Ausente, valor total do contrato R$ 110.000,00 (cento e dez mil reais), nos termos do art. 25 inciso III, da supracitada Lei. São Geraldo, 19 de abril de 2022. - Walmir Rocha Lopes - Prefeito Municipal.Ato de Reconhecimento de Inexigibilidade de Licitação - No cumprimento do Art. 25 da lei Federal 8.666/93 e suas alterações, e, com vistas às justificativas técnicas e jurídicas, contidas no PROCESSO LICITATÓRIO Nº. 078/2022, na modalidade de Inexigibilidade Nº. 009/2022, cujo objeto é contratação da empresa C&amp;R PRODUCOES E EVENTOS LTDA, contratação para show musical com Clayton e Romário no dia 14/07/2022 durante a 12ª Festa Country de São Geraldo e 13ª Festa do São-geraldense Ausente nos dias 14, 15, 16 e 17 de julho de 2022, no Espaço de Acontecimentos ´Geraldo Victal´, às 23:00 hrs na Cidade de SÃO GERALDO - MG. Valor total do contrato: R $85.000,00 (Oitenta e cinco mil Reais), nos termos do art. 25 inciso III, da supracitada Lei. São Geraldo, 19 de abril de 2022. Walmir Rocha Lopes - Prefeito Municipal.Ato de Reconhecimento de Inexigibilidade de Licitação - No cumprimento do Art. 25 da lei Federal 8.666/93 e suas alterações, e, com vistas às justificativas técnicas e jurídicas, contidas no PROCESSO LICITATÓRIO Nº. 079/2022, na modalidade de Inexigibilidade Nº. 010/2022, cujo objeto é contratação da empresa M SHOW PRODUCOES E EVENTOS LTDA, Contratação de show musical com Murilo Huff no dia 15/07/2022 durante a 12ª Festa Country de São Geraldo e 13ª Festa do São-geraldense Ausente nos dias 14, 15, 16 e 17 de julho de 2022, no Espaço de Acontecimentos ´Geraldo Victal´, às 23h59 do dia 15/07/2022 com duração aproximada de 01 (uma) hora e 30 (trinta) minutos, nos termos do art. 25 inciso III, da supracitada Lei. São Geraldo, 19 de abril de 2022 - Walmir Rocha Lopes - Prefeito Municipal."
Entidades de Fiscalização do Exercício das Profissões Liberais;Conselho Regional de Engenharia e Agronomia de Rondonia;Edição Nº 80 de 29/04/2022 - Pág. 221;29/04/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-396338756;"
        EXTRATOs DE CONTRATOs
      ";"PROCESSO Nº 0103/2020Contratante: Conselho Regional de Engenharia e Agronomia do Estado de Rondônia - CREA/RO.CONTRATADO: PORTO SEGURO COMPANHIA DE SEGUROS GERAIS - CNPJ: 61.198.164/0001-60.Objeto: CONTRATAÇÃO DE PESSOA JURIDICA PARA SEGURO AUTOMOTIVO PARA A FROTA DO CREA-RO.Extrato do 2º. TERMO ADITIVO ao Contrato n.º 028/2020, com a pessoa acima mencionada, correspondente a ADITIVO CONTRATUAL DE QUANTIDADE (01 unidade) veículo Placa OHW-1C71 Valor Estimado: R$ 3.311,89 (Três mil trezentos e onze reais e oitenta e nove centavos).PROCESSO Nº 0397.000413/2022-10Contratante: Conselho Regional de Engenharia e Agronomia do Estado de Rondônia - CREA/RO.CONTRATADO: LIMA &amp; SILVA LTDA-ME - CNPJ: 08.156.871/0001-00.Objeto: CONTRATAÇÃO DE PESSOA JURÍDICA PARA LOCAÇÃO E MONTAGEM DE UM ESTANDE FUNCIONAL PARA O CREA-RO, NO EVENTO ESTADUAL 9ª RONDÔNIA RURAL SHOW, QUE SERÁ REALIZADO NO PERÍODO DE 23 A 28 DE MAIO DE 2022, NO MUNICÍPIO DE JI-PARANÁ/RO, BR 364, CENTRO TECNOLÓGICO VANDECI RACK, KM 333.R$ 17.380,00 (Dezessete mil trezentos e oitenta reais)."
Estado de Minas Gerais;PREFEITURA MUNICIPAL DE JAPONVAR;Edição Nº 79 de 28/04/2022 - Pág. 285;28/04/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-395885236;"
        EXTRATOs DE CONTRATOs
      ";"INEXIGIBILIDADE DE LICITAÇÃO N° 008 e 009/2022Processo Licitatório nº 032/2022, Inexigibilidade de Licitação n.º 008/2022. Torna público o Extrato do Contrato celebrado com o profissional Jean Pierre Gonçalves Cordeiro, inscrito no CPF sob o nº 097.349.906-08, no valor global de R$ 750,00 (setecentos e cinquenta reais), por conta da apresentação de show artístico musical, da ""Banda JP Top dos Paredões"", para apresentação no dia 17.04.2022, objetivando proporcionar entretenimento da população, durante a tradicional festa da Páscoa, realizada na Comunidade de Vila de Andú, zona rural do Município de Japonvar/MG. Vigência do Contrato: 60 (sessenta) dias.Processo Licitatório nº 033/2022, Inexigibilidade de Licitação n.º 009/2022. Torna público o Extrato do Contrato celebrado com a empresa Aparecida de Lourdes Oliveira Santos - Me, inscrita no CNPJ sob o nº 19.221.903/0001-20, no valor global de R$ 6.000,00 (seis mil reais), por conta da apresentação de show artístico musical, do cantor ""Doro do Brasamundo e Banda"", para apresentação no dia 16.04.2022, objetivando proporcionar entretenimento da população, durante a tradicional festa da Páscoa, realizada na Comunidade de Vila de Andú, zona rural do Município de Japonvar/MG. Vigência do Contrato: 60 (sessenta) dias."
Estado de São Paulo;PREFEITURA MUNICIPAL DE PALMEIRA DOESTE;Edição Nº 78 de 27/04/2022 - Pág. 327;27/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-395621147;"
        EXTRATO DE CONTRATO
      ";"Processo Nº 023/2022. Inexigibilidade 001/2022. Contrato Nº 025/2022. Contratante: Prefeitura Municipal De Palmeira D'oeste-Sp CONTRATADA: empresa L G REIS ORGANIZAÇÃO DE EVENTOS LTDA - ME, pessoa jurídica inscrita no CNPJ Sob nº 35.332.750/0001-45, com sede na Rua Jorge Tibiriçá, nº 1863, Parque Industrial, São José do Rio Preto/SP - CEP: 15.025-060.OBJETO: Festividades da 30ª Feira da Uva, 18ª Feira do Agronegócio e 7ª Mostra de Legumes com Show: ""GUILHERME E SANTIAGO"".Valor Do Contrato: R$ 110.000,00 Data Da Assinatura Do Contrato: 25/04/2022.VIGÊNCIA: 120 dias"
Estado de São Paulo;PREFEITURA MUNICIPAL DE LUTÉCIA;Edição Nº 78 de 27/04/2022 - Pág. 326;27/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-53/2022-395620745;"
        EXTRATO DE CONTRATO Nº 53/2022
      ";"CONTRATANTE: PREFEITURA MUNICIPAL DE LUTÉCIA. CNPJ Nº: 44.544.880/0001-32. CONTRATADA: COIMBRA PRODUÇÕES ARTÍSTICAS LTDA. CNPJ Nº: 21.880.324/0001-31. PROCESSO LICITATÓRIO Nº: 52/2022. INEXIGIBILIDADE DE LICITAÇÃO Nº: 003/2022. OBJETO: CONTRATAÇÃO DE SHOW ARTÍSTICO COM AS DUPLAS DUDUCA &amp; DALVAN E ZÉ MATHEUS E RICARDO, QUE ACONTECERÁ NO DIA 30 DE ABRIL DE 2022. VALOR: R$ 21.000,00 (Vinte e um mil reais). FISCAL DO CONTRATO: RODRIGO OTÁVIO CESAR ALVES. VIGÊNCIA: 26/04/2022 ATÉ PRESTAÇÃO DE TAIS SERVIÇOS."
Estado do Pará;Prefeitura Municipal de Xinguara;Edição Nº 78 de 27/04/2022 - Pág. 274;27/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-395543292;"
        EXTRATO DE CONTRATO
      ";"PROCESSO ADMINISTRATIVO DE LICITAÇÃO Nº 050/2022/PMXINEXIGIBILIDADE DE LICITAÇÃO Nº 010/2022/PMX.CONTRATO DE LOCAÇÃO DE SERVIÇOS DE APRESENTAÇÃO ARTÍSTICA Nº 128/2022/PMX.OBJETO: PRESTAÇÃO DE SERVIÇOS ARTÍSTICOS, com a apresentação do show do cantor MATHEUS FERNANDES e todos os componentes da equipe de operação técnica, no dia 12 de maio de 2022, com início a partir das 23H00 horas, na Praça Vitória Regia, situada no centro da cidade, em comemoração do 40º aniversário de emancipação política deste Município de Xinguara, Estado do Pará.VALOR GLOBAL: de R$ 100.000,00 (Cem mil reais).LOA DO EXERCÍCIO DE 202201 - Secretaria Municipal de Administração04.392.0003.2194 - PROMOÇÃO DO EVENTO ""ANIVERSÁRIO DA CIDADE""3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa JurídicaCONTRATANTE: o Município de Xinguara, inscrito no CNPJ(MF) sob o nº 04.144.150/0001-20, com sede à Praça Vitória Régia, s/nº, Centro, Xinguara - ParáCONTRATADO: YM LOCAÇÕES E EVENTOS LTDA, com sede na Rua Ary Barroso, 70, Torre 1, Sala 212, Bairro Papicu, Fortaleza - CE, CEP 60.175-705, inscrita no CNPJ sob o nº 22.193.568/0001-09."
Estado do Pará;Prefeitura Municipal de Vitória do Xingu;Edição Nº 74 de 19/04/2022 - Pág. 259;19/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-394126135;"
        EXTRATO DE CONTRATO
      ";"Inexigibilidade nº 6/2022-003-PMVX. Partes: Contratante - Prefeitura Municipal de Vitória do Xingu-PA - CNPJ: 34.887.935/0001-53: Contratada - BIU PRODUÇÕES ARTISTICAS LTDA - CNPJ: 45.056.894/0001-70, Contrato Administrativo nº. 20220145, com o valor global de R$: 95.000,00; Vigência: 12 (doze) meses; Objeto: Show artístico com o ""CANTOR BIU DO PISEIRO, na realização da festividade em comemoração ao dia do trabalhador no município de Vitória do Xingu-PA, no dia 30 de abril de 2022, conforme processo de Inexigibilidade de Licitação nº 6/2022-003-PMVX; Vitória do Xingu/PA: 14/04/2022 - Márcio Viana Rocha - Prefeito Municipal."
Estado do Pará;PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS;Edição Nº 72 de 14/04/2022 - Pág. 260;14/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-393500403;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº: 20229369ORIGEM: INEXIGIBILIDADE Nº 082/2022/PMCCCONTRATANTE: PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS,CONTRATADA(O): MARCIO BELIZARIO SILVA,OBJETO.: Contratação de evento artístico de SHOW da artista da BANDA FORROZÃO TROPYKÁLIA, para o dia 24 de junho DE 2022 para realização de shows Artístico em comemoração ao ?Festejo Junino que acontecerá dos dias 18 de junho a 02 de julho de Canaã dos Carajás.VALOR TOTAL: R$ 120.000,00 (cento e vinte mil reais),PROGRAMA DE TRABALHO: Exercício 2022 Atividade 1003.041221315.2.010 Realizar Eventos e Datas Comemorativas , Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.22, no valor de R$ 120.000,00,VIGÊNCIA: 30 de Março de 2022 a 30 de Março de 2023,DATA DA ASSINATURA: 30 de Março de 2022.
Estado de Minas Gerais;Prefeitura Municipal de Serranópolis de Minas;Edição Nº 72 de 14/04/2022 - Pág. 256;14/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-54/2022-393473631;"
        Extrato de Contrato Nº 54/2022
      ";Para prestação de serviços de shows artísticos/musicais no município de Serranópolis de Minas-MG Contrato que entre si celebram a Prefeitura Municipal de Serranópolis de Minas/MG e a empresa Gracielio Francisco Costa - ME. Contrato Ref. Inexigibilidade Nº 005/2022 - Processo Nº 042/2022-Objeto: Contratação de show artístico musical com o Cantor Xelão de renome regional de estilo arrochadeira para apresentação na tradicional festa de maio no dia 06 de maio de 2022.Gracielio Francisco Costa ME-CNPJ: 13.141.782/0001-20, Valor:R$16.000,00-Validade: 180 (Cento e oitenta) dias.
Estado de Minas Gerais;Prefeitura Municipal de Serranópolis de Minas;Edição Nº 72 de 14/04/2022 - Pág. 256;14/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-55/2022-393388329;"
        Extrato de Contrato Nº 55/2022
      ";Inexigibilidade n° 006/2022. Contrato que entre si celebram a Prefeitura Municipal de Serranópolis de Minas/MG e a empresa Gracielio Francisco Costa - ME. Contrato Ref. Inexigibilidade Nº 006/2022 - Processo Nº 043/2022-Processo nº 043/2022. Órgão Gestor: Prefeitura Municipal de Serranópolis de Minas/MG - CNPJ: 01.612.501/0001-91 - Empresa:Gracielio Francisco Costa ME- CNPJ: 13.141.782/0001-20 no valor de R$12.000,00 Objeto: Contratação de show artístico musical com o cantor Cowboy Estradeiro de renome regional de estilo forró para apresentação na tradicional festa de maio no dia 07 de maio de 2022. Validade: 180 (Cento e oitenta) dias. Data da Assinatura: 13 de Abril de 2022.
Estado de Goiás;Prefeitura Municipal de Aparecida de Goiânia;Edição Nº 70 de 12/04/2022 - Pág. 196;12/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-574/2022-392822800;"
        EXTRATO DE CONTRATO Nº 574/2022
      ";MODALIDADE: PREGÃO PRESENCIAL Nº 10/2022. PROCESSO nº 2021.394.409. Contratante: Município de Aparecida de Goiânia, pessoa jurídica de direito público interno, inscrito no CNPJ/MP sob o nº 01.005.727/0001-24, sediado na Rua Gervásio Pinheiro, Área Pública II, s/nº, Setor Solar Central Park, Aparecida de Goiânia, Goiás, CEP: 74.968.500. Fundamentação Legal: Leis 10.520/02, 8.666/93 e demais legislações pertinentes. INFORMAÇÕES: O contrato estará disponível no site www.aparecida.go.gov.br. Objeto: O presente contrato tem por objeto a aquisição de materiais elétricos para manutenção e instalação de aparelhos de ar condicionado (cabo de cobre, canaleta, fio isolado) e outros, na forma que se segue. CONTRATADA: SHOW LED COMÉRCIO E SERVIÇOS LTDA - ME. O valor do presente contrato é de R$ 2.072,50 (dois mil setenta e dois reais e cinquenta centavos). VIGÊNCIA: Este instrumento contratual entrará em vigor na data da de sua publicação e expirará em 12 (doze) meses, ou quando cumpridas todas as condições pactuadas, prevalecendo a situação que ocorrer primeiro, sendo vedada sua prorrogação
Ministério do Turismo;Secretaria Nacional de Desenvolvimento e Competitividade do Turismo;Edição Nº 66 de 06/04/2022 - Pág. 170;06/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-10/2022-uasg-540006-sndtur-391438155;"
        EXTRATO DE CONTRATO Nº 10/2022 - UASG 540006 - SNDTUR
      ";Nº Processo: 72031.002540/2022-95.Inexigibilidade Nº 8/2022. Contratante: SNDTUR - CONTRATOS.Contratado: 13.117.022/0001-88 - BOAT SHOW EVENTOS LTDA. Objeto: O objeto do presente instrumento é a contratação de empresa para possibilitar a participação do ministério do turismo no evento dos eventos boat show-2022 de 5 a 10 de abril de 2022 na marina da glória, rio de janeiro e de 23 a 28 de setembro de 2022 no centro de convenções são paulo expo, em são paulo, por meio de aluguel de espaço físico e montagem do evento e que possibilitarão a realização de diversas ações promocionais com o nosso público de interesse, assim como a realização de reuniões no formato 1-2-1, conforme condições, quantidades e exigências estabelecidas neste instrumento.Fundamento Legal: LEI 8.666 / 1993 - Artigo: 25. Vigência: 05/04/2022 a 05/05/2022. Valor Total: R$ 1.600.000,00. Data de Assinatura: 05/04/2022.(COMPRASNET 4.0 - 05/04/2022).
Ministério do Turismo;Secretaria Nacional de Desenvolvimento e Competitividade do Turismo;Edição Nº 64 de 04/04/2022 - Pág. 139;04/04/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-6/2022-uasg-540006-sndtur-390485357;"
        EXTRATO DE CONTRATO Nº 6/2022 - UASG 540006 - SNDTUR
      ";"Nº Processo: 72031.018019/2021-99.Inexigibilidade Nº 3/2022. Contratante: SNDTUR - CONTRATOS.Contratado: 09.258.103/0001-20 - PETREL EVENTOS LTDA. Objeto: O objeto do presente instrumento é a contratação de empresa para possibilitar a participação do ministério do turismo no evento da 14ª edição do evento pesca &amp; companhia trade show 2022 - que se realizará na cidade de são paulo, de 17 a 20 de março de 2022, por meio de aluguel de espaço físico e montagem do evento presencial a ser realizado no pro magno centro de eventos, na cidade de são paulo - sp e que possibilitarão a realização de diversas ações promocionais com o nosso público de interesse, assim como a realização de reuniões no formato 1-2-1, conforme condições estabelecidas neste instrumento projeto básico e na proposta apresentada pela contratada..Fundamento Legal: LEI 8.666 / 1993 - Artigo: 25. Vigência: 18/03/2022 a 17/04/2022. Valor Total: R$ R$ 204.987,00 (duzentos e quatro mil novecentos e oitenta e sete reais). Data de Assinatura: 18/03/2022.(COMPRASNET 4.0 - 01/04/2022)."
Estado de Roraima;Prefeitura Municipal de São Luiz;Edição Nº 59 de 28/03/2022 - Pág. 350;28/03/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-388892776;"
        EXTRATO DE CONTRATO
      ";Processo Administrativo N° 030/2022. Objeto: Contratação de pessoa jurídica responsável pelo Show musical do Artista de notável reconhecimento nacional GUSTTAVO LIMA para apresentação na XXIV VAQUEJADA E DA XIII FEIRA DE AGRONEGÓCIOS DO MUNICÍPIO SÃO LUIZ/RR. Contratante: PREFEITURA MUNICIPAL DE SÃO LUIZ - RR, Contratada: BALADA EVENTOS E PRODUÇÕES LTDA, CNPJ Nº 21.363.253/0001-08. Vigência: Até 31 de Dezembro. Valor: R$ 800.000,00 (oitocentos mil reais). Data da Assinatura: 25 de março de 2022.
Estado de Mato Grosso;Prefeitura Municipal de Salto do Céu;Edição Nº 58 de 25/03/2022 - Pág. 275;25/03/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-17/2022-388564444;"
        EXTRATO DE CONTRATO Nº 17/2022
      ";"OBJETO: Contratação Direta de Profissionais do Setor Artísticos - Cantores, para as festividades referentes ao evento 20º FESTA DA MULHER; sendo show com a BANDA BITHH DO VERÃO nos dias 26/03/2022 e 27/03/2022 na Praça Central VEREADOR JARDIR ALVES DE SOUZA. CONTRATADA: PEDRO BATISTA CORREIA EIRELLI CNPJ: 07.367.271/0001-29. PERÍODO: 18/03/2022 à 18/09/2022. VALOR: R$ 30.000,00 (trinta mil reais).OBJETO: Contratação Direta de Profissionais do Setor Artísticos - Cantores, para as festividades referentes ao evento 20º FESTA DA MULHER; sendo show com a BRUNA VIOLA no dia 27/03/2022 na Praça Central VEREADOR JARDIR ALVES DE SOUZA. CONTRATADA: BV MUSIC LIMITADA CNPJ: 43.708.384/0001-04. PERÍODO: 18/03/2022 à 18/09/2022. VALOR: R$ 85.000,00 (oitenta e cinco mil reais).OBJETO: Contratação Direta de Profissionais do Setor Artísticos - Cantores, para as festividades referentes ao evento 20º FESTA DA MULHER; sendo show com a MARIANA FAGUNDES no dia 26/03/2022 na Praça Central VEREADOR JARDIR ALVES DE SOUZA. CONTRATADA: MARIANA FAGUNDES PRODUÇÕES EIRELI CNPJ: 28.037.230/0001-44. PERÍODO: 18/03/2022 à 18/09/2022. VALOR: R$ 75.000,00 (setenta e cinco mil reais)."
Estado de Minas Gerais;Prefeitura Municipal de Tumiritinga;Edição Nº 55 de 22/03/2022 - Pág. 251;22/03/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-387554304;"
        EXTRATO DE CONTRATO
      ";Extrato de contrato nº 25/2022 - Prefeitura Municipal de Tumiritinga/MG x Wa Produções Ltda-Me. Inexigibilidade nº 02/2022 - PL 32/2022 - o objeto da presente licitação é a contratação show artístico musical do cantor alemão do forró a ser realizado no dia 18/03/2022 em Tumiritinga-Mg. Valor 70.000,00 Tumiritinga, 21 de março de 2022. Murilo Inácio da Silva - Pregoeiro.
